,id,type,tweet,label
475323653736108032,train,"After asking staff at @WalmartCanada to call another store to confirm inventory they said: ""It's hard to get thru you know."" #irony",Literal
472971161148473344,train,"@minnikan So many lessons#taught to me by life #not by individuals.",Literal
472428705231675392,train,"@AnikaNoniRose #Irony Beside the message behind ""Golddigger"", Ray was phenomenal just listening to the Ray movie soundtracks!!",Literal
472191233348349952,train,"Ben thinks he's so tough now cause he drives a Harley Davidsonnnn #OoooOooImscurrred #Not",Literal
472496332507447296,train,"Gutted about the result tonight .. Hate losing nippers like that! At least we've got the 3 and half hour drive tomorrow to Brighton! #not!",Figurative
472890062254780416,train,"I may seem like the wrong choice to everyone else, but maybe I'm the right kind of wrong for you. #not #likeeveryother",Literal
472101797038129152,train,"Thought of the day #Perform #under #passion #not #pressure by our own Vardhan Sir @OfficialSHQfc @8paramsingh @kripsuri @HarshitaGaur12  <3",Literal
473529746782191618,train,"@MediacomSupport is having me fax my bank statement as proof of payment. #Irony #1990sService #FaxMachine #EcoBilling",Literal
472462014111969280,train,"The only benefit to having a cold/sore throat is the sound of your own raspy voice. #FeelInvincible #Irony",Literal
476430119913799681,train,"I'm literally going to lay in my bed all day and catch up on all the pretty little liars I missed out on",Literal
464283119722721280,train,"@ActlHumanBeings 2/2 ....the Tea Party would cease to exist as a political force virtually overnight.",Literal
473251167812583424,train,"I just passed a dead road-killed bear cub on the side of the highway. #irony #Brewers #fb",Literal
472306377894137856,train,"New NHS chief suggests that businesses should financially reward employees for losing weight and adopting a healthy lifestyle #not@mysurgery",Literal
472183153583333376,train,"Wasn't on yesterday it was so hot yesterday #Florida #this #weather #is #not #cool !!!!  #TOO #HOT !!!!!!!!",Literal
472079138644566017,train,"@nerinedorman You're a horror writer on Twitter:)  #irony",Literal
472775377702895616,train,"@clitoriste i'll burn it and send the video to you #not #even #kidding",Literal
475390334675857408,train,"@CIA has almost a half million followers but is only following 25 ppl. #irony",Literal
476455281862647809,train,"@BettyWho is literally everything good in life and there is rarely a moment when her music is not playing in my house.",Figurative
472075982787313664,train,"I always find it bizarre how the proclaimed ""investors"" spend more time watching the tick-by-tick action than the day-traders. #Funny #Irony",Literal
472827903810756608,train,"ik nobody is watching it or promoting it rn ... #WatchProblemOnVEVO #ihateyou #jk #no #im #not",Literal
472474787240230912,train,"@GaryLineker #not quiet impressed with the way England is playing yet # no spark... Jo Heart man if the match over all good result though",Literal
472371323185156097,train,"@sonyxperia your latest system update has caused my Xperia z to crash as well as. Continually lose signal... #not impressed",Literal
472419588534460416,train,"Nearly mown down in crosswalk by van emblazoned with ""SAFETY SOLUTIONS!"" #irony",Literal
472747472864161792,train,"Trying #not to be #fucked u  #0need to #fuck others...  #method",Literal
463151098929233920,train,"Really hope people don't think I'm serious about that... #humor #sarcasm #lol #laughoutloud",Literal
472287550724268032,train,"A Spicy Ice Cream on a Hot Afternoon. #siliicecream #irony @ 1st Colonial Grill instagram.com/p/onRYD8xETy/",Literal
474756314460332032,train,"LeBron can't take the Heat. #irony #NBAFinals",Literal
472369320786669570,train,"Stay in and cut grass v go out and shop #DecisionsDecisions #not",Figurative
472401674532048896,train,"It's more arrogant to disagree with the ""Moetzes Gedolei Hatorah"" than it is to call yourselves ""Moetzes Gedolei Hatorah"" #irony",Literal
474918214397214720,train,"Some people keep a superb lawn but dirty, unkempt house. #Irony",Literal
472345543705112577,train,"#Google to make available details requested to be deleted as part of 'right to forget' form #irony bbc.co.uk/news/technolog…",Literal
472199017858748416,train,"First step in the DIY instructions for fixing a broken iPhone power button is powering off the phone. #irony #fail m.imore.com/how-diy-repair…",Literal
472286858605785088,train,"Never, never, EVER would I stay up this late. It's now 4 days of this and it's all thanks to @alyssaher.   #SarcasticTweet #NotThankful",Literal
472078325687390208,train,"Irony is not missed here. #irony #hsph instagram.com/p/olyO0TtS2S/",Literal
463514323508539393,train,"...welp, lmaooo didn't see this coming #sarcasm #raw...",Literal
472899768386351104,train,"@Jaketapper: We need more coverage on the way the republicans have trashed NC. Our state was once the darling of the south.#Not anymore!",Literal
472932175617458177,train,"@georgediaz @jackaberlin #IRONY ...for some, that thing that you use, to get the wrinkles outta your clothes with.",Literal
476397777929244673,train,"@sunflowers83 for pretty little liars? Literally I'm barely on episode one watching it on Netflix an it's pretty good.",Literal
472071439764316162,train,"lol i tweeted about how tal sings better than adele today and then an adele fan account followed me #irony",Literal
463561766610300928,train,"And all this for a spanish exam....and sociology......oh yah it's going to be a long night. JOY! #sarcasm #ugh #letsdothis #prorastination",Literal
472465430612021248,train,"Make a #declaration, “This difficulty is #not going to bury me. I refuse to live in #selfpity. I may be down, but it’s only #temporary""",Literal
472641748423176192,train,"#Liberal & #Conservative are #not dirty words; but sometimes they're used by #DirtyPeople.",Literal
472485365719531520,train,"#Tibet was #not 'liberated' by China but invaded & illegally occupied #trueTibet",Literal
472455738770862081,train,"@ashleydeutsch He's only a little douchey #RightSwipe But I #PlayHardtoGet #Irony #Office #OhhGeez But then I get fired not you...",Literal
472870092288446465,train,"Gonna have dinner night to the light of candles lmao #not",Figurative
463482608261677056,train,"It's gonna be a great night.... #sarcasm",Figurative
472507489179942912,train,"Twitch will never load who's watching for me on any channel. It's pretty great. #not #laterman If you're watching, say hi so I know you are!",Figurative
460316897800896512,train,"Love when you're wide awake at 3 in the morning like I really wanted to think about everything going on #sarcasm",Figurative
463003133258371073,train,"Love all my supportive friends. #sarcasm",Figurative
463095830153424897,train,"@_Mz2Die4_: Oh yeah, I like him too... lol. #LakersCoach #sarcasm @Mz_Cocoa01 He's a quitter.",Figurative
463169909350879233,train,"Distracted driving is cool because it's one of the main reasons for car accidents, am I right!? #sarcasm",Figurative
463298977006620672,train,"I love finding out that I'm ""booked"" for a wrestling show via FB posts and Tweets.  #Sarcasm",Figurative
463369138157924352,train,"Keep sharing the ""Look Up"" video on......Social Media :P #socialmedia #lookup #sarcasm",Figurative
472290967450820608,train,"@tenajtiger says its going to be a heady 13 degs here today sundress on it is then #not back in a fleece and the plants are all hiding",Figurative
463062534551896065,train,"I really appreciate what you did. #sarcasm",Figurative
472144153204502529,train,"Louise talking about diets is like me talking about having a proper job #Irony",Figurative
465457274069057536,train,"don't you love when you believe someone and they turn out to be a fucking fake hypocritical liar",Figurative
473480562209226752,train,"When the Fortune 500 co's profit is over $1trillion it's a sin. When the nations debt is over $1trillion , not so much. #irony",Figurative
472846948706549760,train,"Spending the day with my family is such a blast. #Not",Figurative
472068297584672768,train,"Netizen commented positively on the male leads and commented negatively on the female leads.. Hmm, shocking. #not",Figurative
472872239688589313,train,"I think I'm going to take a month or two vacation!   #not #gladihavechoicestho",Figurative
